		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
29.03.24	3:20	7.4	7.5	7.4	76	3.4	2.2	NNE	0.67	4.5	N	5.9	7.2	5.7	---	1019.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	10.2	81	7.1	10.2	16.83	1.2419	0.00	117	1	100.0	5
29.03.24	3:25	7.3	7.4	7.3	76	3.4	2.2	N	0.67	4.0	NNW	5.8	7.1	5.6	---	1019.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	10.2	81	7.1	10.2	16.83	1.2418	0.00	117	1	100.0	5
29.03.24	3:30	7.2	7.3	7.2	76	3.3	2.2	NNE	0.67	3.6	N	5.7	7.0	5.5	---	1019.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.2	81	7.1	10.2	16.83	1.2419	0.00	117	1	100.0	5
29.03.24	3:35	7.3	7.3	7.2	75	3.1	2.2	NNE	0.67	4.0	NNE	5.8	7.1	5.6	---	1019.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.038	0.000	10.2	81	7.1	10.2	16.83	1.2418	0.00	117	1	100.0	5
29.03.24	3:40	7.2	7.3	7.2	75	3.1	1.3	N	0.40	2.7	NNE	6.7	7.0	6.4	---	1019.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.2	81	7.1	10.2	16.84	1.2423	0.00	117	1	100.0	5
29.03.24	3:45	7.2	7.3	7.2	76	3.2	1.3	NNW	0.40	2.2	N	6.6	6.9	6.4	---	1019.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.2	81	7.1	10.2	16.84	1.2423	0.00	117	1	100.0	5
29.03.24	3:50	7.1	7.2	7.1	77	3.3	1.3	NNE	0.40	2.2	NNW	6.6	6.9	6.4	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.2	81	7.1	10.2	16.84	1.2424	0.00	117	1	100.0	5
29.03.24	3:55	7.1	7.2	7.1	77	3.3	1.8	NNW	0.54	4.0	NNW	5.9	6.9	5.8	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.2	81	7.1	10.2	16.84	1.2424	0.00	117	1	100.0	5
29.03.24	4:00	7.0	7.1	7.0	78	3.4	1.3	NNE	0.40	3.1	N	6.4	6.8	6.3	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.1	81	7.0	10.1	16.84	1.2427	0.03	117	1	100.0	5
29.03.24	4:05	7.0	7.1	6.9	78	3.4	1.8	NNE	0.54	3.6	NNE	5.9	6.8	5.7	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.039	0.000	10.1	81	7.0	10.1	16.84	1.2427	0.00	117	1	100.0	5
29.03.24	4:10	6.9	7.0	6.9	79	3.6	2.2	N	0.67	3.6	NNE	5.4	6.8	5.3	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	10.1	81	7.0	10.1	16.84	1.2427	0.00	117	1	100.0	5
29.03.24	4:15	6.9	7.0	6.9	79	3.6	2.2	N	0.67	4.0	NNE	5.4	6.8	5.3	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	10.1	81	7.0	10.1	16.84	1.2426	0.00	117	1	100.0	5
29.03.24	4:20	6.8	6.9	6.8	79	3.4	1.3	N	0.40	1.8	NNE	6.2	6.7	6.1	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	10.1	81	6.9	10.1	16.85	1.2429	0.00	118	1	100.0	5
29.03.24	4:25	6.7	6.8	6.7	79	3.3	1.3	NNW	0.40	2.7	NNW	6.1	6.6	6.0	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.040	0.000	10.1	81	6.9	10.1	16.85	1.2430	0.00	117	1	100.0	5
29.03.24	4:30	6.7	6.8	6.7	79	3.3	0.9	NNE	0.27	2.2	NNW	6.7	6.6	6.6	---	1020.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.1	81	6.9	10.1	16.85	1.2430	0.00	117	1	100.0	5
29.03.24	4:35	6.7	6.7	6.6	79	3.3	1.3	NNE	0.40	2.7	N	6.1	6.6	5.9	---	1019.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.1	81	6.9	10.1	16.85	1.2430	0.00	117	1	100.0	5
29.03.24	4:40	6.7	6.7	6.7	79	3.3	1.8	N	0.54	2.7	N	5.5	6.6	5.4	---	1020.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.1	81	6.9	10.1	16.85	1.2432	0.00	117	1	100.0	5
29.03.24	4:45	6.6	6.7	6.6	79	3.2	0.9	NNW	0.27	2.2	NNE	6.6	6.5	6.5	---	1020.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.1	81	6.9	10.1	16.85	1.2430	0.00	117	1	100.0	5
29.03.24	4:50	6.6	6.6	6.6	79	3.2	1.3	NNW	0.40	2.2	N	5.9	6.4	5.8	---	1020.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.0	81	6.9	10.0	16.85	1.2434	0.00	117	1	100.0	5
29.03.24	4:55	6.5	6.6	6.5	79	3.1	0.9	NNW	0.27	2.2	NNE	6.5	6.3	6.3	---	1020.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.0	81	6.9	10.0	16.85	1.2435	0.00	117	1	100.0	5
29.03.24	5:00	6.5	6.6	6.5	78	2.9	1.3	N	0.40	2.2	N	5.9	6.3	5.7	---	1020.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.0	81	6.9	10.0	16.85	1.2434	0.00	117	1	100.0	5
29.03.24	5:05	6.4	6.6	6.4	78	2.9	1.3	N	0.40	2.7	N	5.8	6.3	5.7	---	1020.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	10.0	81	6.9	10.0	16.85	1.2435	0.00	117	1	100.0	5
29.03.24	5:10	6.4	6.5	6.4	78	2.9	1.3	N	0.40	3.1	NNE	5.8	6.3	5.7	---	1020.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	9.9	81	6.8	9.9	16.85	1.2439	0.00	117	1	100.0	5
29.03.24	5:15	6.4	6.5	6.4	78	2.9	1.3	N	0.40	3.1	N	5.8	6.3	5.7	---	1020.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	9.9	81	6.8	9.9	16.85	1.2438	0.00	117	1	100.0	5
29.03.24	5:20	6.4	6.4	6.4	78	2.9	0.9	NNE	0.27	1.8	N	6.4	6.3	6.3	---	1020.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	9.9	81	6.8	9.9	16.85	1.2442	0.00	117	1	100.0	5
29.03.24	5:25	6.4	6.4	6.3	79	3.0	1.3	NNE	0.40	2.2	NNE	5.7	6.2	5.6	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.041	0.000	9.9	81	6.8	9.9	16.85	1.2441	0.00	118	1	100.0	5
29.03.24	5:30	6.3	6.3	6.3	79	3.0	1.3	N	0.40	2.2	NNE	5.7	6.2	5.5	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.042	0.000	9.9	81	6.8	9.9	16.85	1.2444	0.00	117	1	100.0	5
29.03.24	5:35	6.3	6.3	6.3	79	2.9	1.3	NNE	0.40	3.1	N	5.6	6.1	5.4	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.042	0.000	9.9	81	6.8	9.9	16.85	1.2445	0.00	117	1	100.0	5
29.03.24	5:40	6.3	6.3	6.2	79	2.9	1.3	NNE	0.40	2.7	N	5.6	6.1	5.4	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.042	0.000	9.9	81	6.8	9.9	16.85	1.2444	0.00	117	1	100.0	5
29.03.24	5:45	6.2	6.3	6.2	79	2.8	1.3	NNE	0.40	2.2	NE	5.5	6.0	5.3	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.042	0.000	9.9	81	6.8	9.9	16.85	1.2445	0.00	117	1	100.0	5
29.03.24	5:50	6.1	6.2	6.1	79	2.7	1.3	NE	0.40	1.8	NE	5.4	5.9	5.2	---	1020.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2446	0.00	117	1	100.0	5
29.03.24	5:55	6.0	6.1	6.0	79	2.6	0.9	NE	0.27	1.3	NE	6.0	5.8	5.8	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.9	81	6.8	9.9	16.85	1.2445	0.00	117	1	100.0	5
29.03.24	6:00	6.0	6.0	6.0	79	2.6	1.3	NE	0.40	2.2	NNW	5.3	5.8	5.2	---	1020.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2446	0.00	117	1	100.0	5
29.03.24	6:05	6.0	6.0	6.0	80	2.8	0.9	N	0.27	2.2	N	6.0	5.8	5.8	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2447	0.00	117	1	100.0	5
29.03.24	6:10	6.0	6.0	5.9	80	2.8	0.9	NNW	0.27	1.3	NNW	6.0	5.8	5.8	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2451	0.00	117	1	100.0	5
29.03.24	6:15	6.0	6.0	5.9	80	2.8	0.9	NNE	0.27	1.8	NNE	6.0	5.8	5.8	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2450	0.00	117	1	100.0	5
29.03.24	6:20	5.9	6.0	5.9	80	2.8	0.9	NNE	0.27	1.3	NNE	5.9	5.8	5.8	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2451	0.00	117	1	100.0	5
29.03.24	6:25	5.8	5.9	5.8	80	2.6	0.4	NNE	0.13	1.3	NNE	5.8	5.7	5.7	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	9.8	81	6.7	9.8	16.85	1.2452	0.00	117	1	100.0	5
29.03.24	6:30	5.7	5.8	5.7	81	2.7	0.4	NNE	0.13	1.3	NNE	5.7	5.6	5.6	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	9.8	81	6.7	9.8	16.85	1.2452	0.00	118	1	100.0	5
29.03.24	6:35	5.7	5.7	5.6	81	2.7	1.3	NNE	0.40	2.2	NNE	4.9	5.5	4.7	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	9.7	81	6.6	9.7	16.85	1.2454	0.00	117	1	100.0	5
29.03.24	6:40	5.7	5.7	5.6	80	2.5	0.9	NE	0.27	2.2	NE	5.7	5.5	5.5	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	9.7	81	6.6	9.7	16.85	1.2456	0.00	117	1	100.0	5
29.03.24	6:45	5.5	5.7	5.5	79	2.1	0.9	NE	0.27	1.8	NE	5.5	5.3	5.3	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.045	0.000	9.7	81	6.6	9.7	16.85	1.2455	0.00	117	1	100.0	5
29.03.24	6:50	5.3	5.5	5.3	78	1.8	0.9	ENE	0.27	1.3	ENE	5.3	5.2	5.2	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.045	0.000	9.7	81	6.6	9.7	16.85	1.2455	0.00	117	1	100.0	5
29.03.24	6:55	5.2	5.3	5.2	78	1.6	0.4	ENE	0.13	0.9	ENE	5.2	5.0	5.0	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.046	0.000	9.7	81	6.6	9.7	16.85	1.2459	0.00	117	1	100.0	5
29.03.24	7:00	5.1	5.2	5.1	79	1.7	0.0	ENE	0.00	0.9	ENE	5.1	4.9	4.9	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.046	0.000	9.7	81	6.6	9.7	16.85	1.2458	0.00	117	1	100.0	5
29.03.24	7:05	5.0	5.1	5.0	79	1.7	0.0	ENE	0.00	0.4	ENE	5.0	4.8	4.8	---	1020.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.046	0.000	9.7	81	6.6	9.7	16.85	1.2459	0.00	117	1	100.0	5
29.03.24	7:10	4.9	5.1	4.9	79	1.6	0.0	ENE	0.00	0.4	ENE	4.9	4.8	4.8	---	1020.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.046	0.000	9.6	81	6.5	9.6	16.85	1.2462	0.00	117	1	100.0	5
29.03.24	7:15	4.8	4.9	4.8	79	1.5	0.4	ENE	0.13	0.9	ENE	4.8	4.7	4.7	---	1020.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.047	0.000	9.6	81	6.5	9.6	16.85	1.2464	0.00	117	1	100.0	5
29.03.24	7:20	4.7	4.8	4.7	80	1.5	0.0	ENE	0.00	0.4	ENE	4.7	4.5	4.5	---	1020.8	0.00	0.0	3	0.02	5	0.0	0.00	0.0	0.047	0.000	9.6	81	6.5	9.6	16.85	1.2464	0.00	117	1	100.0	5
29.03.24	7:25	4.6	4.7	4.6	80	1.5	0.0	ENE	0.00	0.9	ENE	4.6	4.4	4.4	---	1020.8	0.00	0.0	6	0.04	7	0.0	0.00	0.0	0.048	0.000	9.6	81	6.5	9.6	16.85	1.2463	0.00	117	1	100.0	5
29.03.24	7:30	4.5	4.6	4.5	80	1.3	0.0	---	0.00	0.0	---	4.5	4.3	4.3	---	1020.9	0.00	0.0	9	0.06	11	0.0	0.00	0.0	0.048	0.000	9.6	81	6.5	9.6	16.85	1.2465	0.00	117	1	100.0	5
29.03.24	7:35	4.4	4.5	4.4	80	1.3	0.0	---	0.00	0.0	---	4.4	4.3	4.3	---	1020.9	0.00	0.0	13	0.09	14	0.0	0.00	0.0	0.048	0.000	9.6	81	6.5	9.6	16.85	1.2468	0.00	117	1	100.0	5
29.03.24	7:40	4.4	4.4	4.4	80	1.2	0.0	---	0.00	0.0	---	4.4	4.2	4.2	---	1021.0	0.00	0.0	16	0.11	18	0.0	0.00	0.0	0.048	0.000	9.6	81	6.5	9.6	16.85	1.2469	0.00	118	1	100.0	5
29.03.24	7:45	4.4	4.4	4.4	80	1.2	0.0	---	0.00	0.0	---	4.4	4.2	4.2	---	1020.9	0.00	0.0	19	0.14	19	0.0	0.00	0.0	0.048	0.000	9.6	81	6.5	9.6	16.85	1.2468	0.00	117	1	100.0	5
29.03.24	7:50	4.3	4.4	4.3	80	1.2	0.0	ENE	0.00	0.4	ENE	4.3	4.2	4.2	---	1021.0	0.00	0.0	22	0.16	23	0.0	0.00	0.0	0.049	0.000	9.6	81	6.5	9.6	16.85	1.2469	0.00	117	1	100.0	5
29.03.24	7:55	4.3	4.4	4.3	80	1.2	0.0	---	0.00	0.0	---	4.3	4.2	4.2	---	1021.0	0.00	0.0	25	0.18	26	0.0	0.00	0.0	0.049	0.000	9.6	81	6.5	9.6	16.85	1.2469	0.00	117	1	100.0	5
29.03.24	8:00	4.3	4.3	4.3	80	1.2	0.0	---	0.00	0.0	---	4.3	4.2	4.2	---	1021.1	0.00	0.0	27	0.19	28	0.0	0.00	0.0	0.049	0.000	9.6	80	6.3	9.5	16.37	1.2471	0.00	117	1	100.0	5
29.03.24	8:05	4.4	4.4	4.3	80	1.2	0.0	---	0.00	0.0	---	4.4	4.2	4.2	---	1021.2	0.00	0.0	30	0.22	32	0.0	0.00	0.0	0.048	0.000	9.6	80	6.3	9.5	16.37	1.2473	0.00	117	1	100.0	5
29.03.24	8:10	4.4	4.4	4.3	80	1.3	0.0	ENE	0.00	0.4	ENE	4.4	4.3	4.3	---	1021.1	0.00	0.0	33	0.24	33	0.0	0.00	0.0	0.048	0.000	9.6	80	6.3	9.6	16.36	1.2469	0.00	117	1	100.0	5
29.03.24	8:15	4.5	4.5	4.4	80	1.3	0.0	ENE	0.00	0.4	ENE	4.5	4.3	4.3	---	1021.2	0.00	0.0	94	0.67	127	0.0	0.00	0.0	0.048	0.000	9.6	80	6.3	9.5	16.37	1.2473	0.00	117	1	100.0	5
29.03.24	8:20	4.7	4.7	4.5	79	1.3	0.4	ENE	0.13	0.9	ENE	4.7	4.5	4.5	---	1021.2	0.00	0.0	138	0.99	146	0.0	0.00	0.0	0.047	0.000	9.6	80	6.3	9.6	16.36	1.2470	0.00	117	1	100.0	5
29.03.24	8:25	4.9	4.9	4.7	77	1.2	0.9	ENE	0.27	1.3	ENE	4.8	4.7	4.6	---	1021.3	0.00	0.0	156	1.12	163	0.0	0.00	0.0	0.047	0.000	9.6	80	6.3	9.6	16.36	1.2472	0.00	117	1	100.0	5
29.03.24	8:30	5.1	5.1	4.9	76	1.2	0.9	ENE	0.27	1.3	ENE	5.0	4.8	4.8	---	1021.4	0.00	0.0	163	1.17	167	0.0	0.00	0.0	0.046	0.000	9.7	80	6.4	9.7	16.36	1.2466	0.00	117	1	100.0	5
29.03.24	8:35	5.2	5.2	5.1	75	1.1	0.4	ENE	0.13	0.9	ENE	5.2	5.0	5.0	---	1021.5	0.00	0.0	173	1.24	183	0.0	0.00	0.0	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2462	0.00	117	1	100.0	5
29.03.24	8:40	5.4	5.4	5.2	74	1.1	0.0	ENE	0.00	0.9	ENE	5.4	5.2	5.2	---	1021.6	0.00	0.0	195	1.40	204	0.0	0.00	0.0	0.045	0.000	9.8	80	6.5	9.8	16.36	1.2464	0.00	117	1	100.0	5
29.03.24	8:45	5.6	5.6	5.4	73	1.1	0.9	ENE	0.27	1.3	ENE	5.6	5.3	5.3	---	1021.7	0.00	0.0	216	1.55	225	0.0	0.00	0.0	0.044	0.000	9.9	80	6.6	9.9	16.35	1.2461	0.00	118	1	100.0	5
29.03.24	8:50	5.7	5.7	5.6	72	1.1	0.9	ENE	0.27	1.3	ENE	5.7	5.4	5.4	---	1021.7	0.00	0.0	236	1.69	243	0.4	0.01	0.5	0.044	0.000	10.0	79	6.5	10.0	16.05	1.2458	0.00	117	1	100.0	5
29.03.24	8:55	5.9	5.9	5.7	71	1.1	0.4	ENE	0.13	0.9	ENE	5.9	5.6	5.6	---	1021.7	0.00	0.0	229	1.64	253	0.5	0.02	0.5	0.043	0.000	10.1	79	6.6	10.0	16.05	1.2455	0.00	117	1	100.0	5
29.03.24	9:00	6.1	6.1	5.9	70	1.0	0.4	ENE	0.13	0.9	ENE	6.1	5.8	5.8	---	1021.7	0.00	0.0	52	0.37	77	0.1	0.00	0.5	0.042	0.000	10.1	79	6.6	10.0	16.05	1.2455	0.05	117	1	100.0	5
29.03.24	9:05	6.3	6.3	6.1	70	1.3	0.4	ENE	0.13	0.9	ENE	6.3	6.0	6.0	---	1021.7	0.00	0.0	48	0.34	49	0.0	0.00	0.0	0.042	0.000	10.1	79	6.6	10.1	16.05	1.2451	0.00	117	1	100.0	5
29.03.24	9:10	6.4	6.4	6.3	69	1.1	0.9	ENE	0.27	1.8	ENE	6.4	6.1	6.1	---	1021.8	0.00	0.0	51	0.37	53	0.0	0.00	0.0	0.041	0.000	10.1	79	6.6	10.0	16.05	1.2456	0.00	117	1	100.0	5
29.03.24	9:15	6.5	6.5	6.4	67	0.8	0.9	ENE	0.27	1.8	ENE	6.5	6.2	6.2	---	1021.9	0.00	0.0	56	0.40	58	0.3	0.01	0.5	0.041	0.000	10.1	79	6.6	10.0	16.05	1.2457	0.00	117	1	100.0	5
29.03.24	9:20	6.6	6.6	6.5	66	0.7	0.9	ESE	0.27	1.8	ESE	6.6	6.2	6.2	---	1021.8	0.00	0.0	65	0.47	70	0.6	0.02	0.6	0.041	0.000	10.0	79	6.5	10.0	16.05	1.2459	0.00	117	1	100.0	5
29.03.24	9:25	6.7	6.7	6.6	65	0.6	1.3	ESE	0.40	2.7	ESE	6.1	6.3	5.7	---	1022.0	0.00	0.0	351	2.52	355	0.8	0.03	0.8	0.040	0.000	10.0	79	6.5	10.0	16.05	1.2461	0.00	117	1	100.0	5
29.03.24	9:30	6.9	6.9	6.7	64	0.5	0.9	ESE	0.27	1.8	ESE	6.9	6.5	6.5	---	1022.0	0.00	0.0	362	2.59	364	0.8	0.03	0.9	0.040	0.000	9.9	79	6.5	9.9	16.05	1.2465	0.00	117	1	100.0	5
29.03.24	9:35	7.1	7.1	6.9	64	0.7	1.3	ESE	0.40	1.8	ESE	6.5	6.7	6.1	---	1022.1	0.00	0.0	362	2.59	364	0.9	0.03	0.9	0.039	0.000	10.0	79	6.5	10.0	16.05	1.2463	0.00	117	1	100.0	5
29.03.24	9:40	7.2	7.2	7.1	63	0.6	0.9	E	0.27	1.8	E	7.2	6.8	6.8	---	1022.1	0.00	0.0	380	2.72	392	0.9	0.03	1.0	0.039	0.000	10.1	79	6.6	10.0	16.05	1.2460	0.00	117	1	100.0	5
29.03.24	9:45	7.3	7.3	7.2	63	0.7	0.9	ESE	0.27	1.8	E	7.3	6.9	6.9	---	1022.3	0.00	0.0	402	2.88	408	1.0	0.04	1.1	0.038	0.000	10.1	79	6.6	10.0	16.05	1.2461	0.00	117	1	100.0	5
29.03.24	9:50	7.3	7.3	7.3	63	0.7	0.9	ESE	0.27	1.8	ESE	7.3	6.9	6.9	---	1022.3	0.00	0.0	417	2.99	422	1.1	0.04	1.1	0.038	0.000	10.1	78	6.4	10.1	15.75	1.2460	0.00	118	1	100.0	5
29.03.24	9:55	7.4	7.4	7.3	64	1.0	1.3	ESE	0.40	1.8	ESE	6.9	7.0	6.5	---	1022.4	0.00	0.0	431	3.09	438	1.2	0.04	1.2	0.038	0.000	10.2	78	6.5	10.1	15.75	1.2459	0.00	117	1	100.0	5
29.03.24	10:00	7.4	7.4	7.3	64	1.0	1.8	ESE	0.54	2.7	ESE	6.3	7.0	5.9	---	1022.5	0.00	0.0	442	3.17	448	1.2	0.04	1.3	0.038	0.000	10.2	78	6.6	10.1	15.75	1.2457	0.13	117	1	100.0	5
29.03.24	10:05	7.4	7.4	7.3	65	1.2	1.3	ESE	0.40	2.7	ESE	6.9	7.0	6.5	---	1022.6	0.00	0.0	457	3.28	466	1.3	0.05	1.3	0.038	0.000	10.3	78	6.6	10.2	15.75	1.2455	0.00	117	1	100.0	5
29.03.24	10:10	7.5	7.5	7.4	65	1.3	1.3	ESE	0.40	3.1	ESE	7.0	7.1	6.6	---	1022.5	0.00	0.0	469	3.36	476	1.3	0.05	1.4	0.038	0.000	10.3	78	6.6	10.2	15.75	1.2454	0.00	117	1	100.0	5
29.03.24	10:15	7.6	7.6	7.4	65	1.4	0.9	ESE	0.27	2.7	ESE	7.6	7.2	7.2	---	1022.6	0.00	0.0	485	3.48	490	1.4	0.05	1.4	0.037	0.000	10.3	78	6.7	10.2	15.75	1.2453	0.00	117	1	100.0	5
29.03.24	10:20	7.6	7.7	7.6	65	1.4	0.9	ESE	0.27	1.8	ESE	7.6	7.2	7.2	---	1022.6	0.00	0.0	491	3.52	497	1.5	0.05	1.5	0.037	0.000	10.3	78	6.7	10.2	15.75	1.2453	0.00	117	1	100.0	5
29.03.24	10:25	7.7	7.8	7.6	65	1.6	1.3	ESE	0.40	2.7	ESE	7.3	7.3	6.9	---	1022.6	0.00	0.0	507	3.63	515	1.5	0.05	1.6	0.037	0.000	10.3	78	6.7	10.2	15.75	1.2453	0.00	117	1	100.0	5
29.03.24	10:30	7.7	7.8	7.6	64	1.3	1.3	N	0.40	2.2	N	7.2	7.3	6.8	---	1022.7	0.00	0.0	516	3.70	524	1.6	0.06	1.7	0.037	0.000	10.4	78	6.7	10.3	15.75	1.2451	0.00	117	1	100.0	5
29.03.24	10:35	7.8	7.8	7.6	65	1.6	0.9	NNE	0.27	1.8	NNE	7.8	7.4	7.4	---	1022.8	0.00	0.0	539	3.86	545	1.8	0.06	1.8	0.037	0.000	10.4	78	6.7	10.3	15.75	1.2452	0.00	117	1	100.0	5
29.03.24	10:40	7.9	7.9	7.8	63	1.3	0.9	ENE	0.27	2.2	ENE	7.9	7.6	7.6	---	1022.7	0.00	0.0	554	3.97	563	1.9	0.07	1.9	0.036	0.000	10.4	78	6.8	10.3	15.75	1.2449	0.00	117	1	100.0	5
29.03.24	10:45	8.2	8.2	7.9	64	1.8	0.9	ESE	0.27	1.3	ESE	8.2	7.8	7.8	---	1022.7	0.00	0.0	568	4.07	573	1.9	0.07	2.0	0.035	0.000	10.5	78	6.8	10.3	15.75	1.2445	0.00	117	1	100.0	5
29.03.24	10:50	8.2	8.3	8.2	59	0.7	0.9	ESE	0.27	2.7	ESE	8.2	7.8	7.8	---	1022.7	0.00	0.0	578	4.14	582	2.0	0.07	2.0	0.035	0.000	10.6	78	6.9	10.4	15.75	1.2442	0.00	117	1	100.0	5
29.03.24	10:55	8.4	8.4	8.2	59	0.8	0.4	ESE	0.13	0.9	ESE	8.4	7.9	7.9	---	1022.7	0.00	0.0	588	4.21	594	2.1	0.07	2.2	0.035	0.000	10.6	78	6.9	10.4	15.75	1.2439	0.00	118	1	100.0	5
29.03.24	11:00	8.7	8.7	8.4	58	0.9	0.9	ESE	0.27	2.7	ESE	8.7	8.2	8.2	---	1022.7	0.00	0.0	601	4.31	605	2.2	0.08	2.2	0.034	0.000	10.7	77	6.8	10.5	15.45	1.2438	0.28	117	1	100.0	5
29.03.24	11:05	8.7	8.7	8.7	58	0.9	0.9	ESE	0.27	2.7	ESE	8.7	8.2	8.2	---	1022.8	0.00	0.0	608	4.36	613	2.2	0.08	2.3	0.033	0.000	10.7	77	6.8	10.5	15.45	1.2439	0.00	117	1	100.0	5
29.03.24	11:10	8.7	8.8	8.7	57	0.7	0.9	ESE	0.27	1.8	ESE	8.7	8.2	8.2	---	1022.8	0.00	0.0	617	4.42	619	2.3	0.08	2.3	0.033	0.000	10.7	77	6.9	10.6	15.45	1.2437	0.00	117	1	100.0	5
29.03.24	11:15	8.7	8.7	8.7	56	0.4	0.9	N	0.27	2.2	N	8.7	8.1	8.1	---	1022.9	0.00	0.0	622	4.46	626	2.3	0.08	2.4	0.034	0.000	10.7	77	6.9	10.6	15.45	1.2438	0.00	117	1	100.0	5
29.03.24	11:20	8.8	8.8	8.7	57	0.7	0.9	NE	0.27	2.2	NE	8.8	8.3	8.3	---	1022.9	0.00	0.0	624	4.47	633	2.4	0.09	2.5	0.033	0.000	10.8	77	6.9	10.6	15.45	1.2434	0.00	117	1	100.0	5
29.03.24	11:25	8.8	8.8	8.7	58	1.0	1.3	NNW	0.40	2.2	N	8.4	8.3	7.9	---	1022.9	0.00	0.0	646	4.63	650	2.5	0.09	2.6	0.033	0.000	10.8	77	7.0	10.7	15.45	1.2432	0.00	117	1	100.0	5
29.03.24	11:30	8.8	8.8	8.8	58	1.0	0.9	NE	0.27	1.8	NE	8.8	8.3	8.3	---	1022.9	0.00	0.0	652	4.67	654	2.6	0.09	2.6	0.033	0.000	10.9	77	7.0	10.7	15.45	1.2429	0.00	117	1	100.0	5
